ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
201931.WFI.dat      17         22.654        0.370         22.693        0.367         23.124         21.914
201932.WFI.dat       4         24.609        0.429         24.551        0.399         25.145         24.190
201933.WFI.dat      14         21.895        0.232         21.865        0.248         22.376         21.643
201934.WFI.dat      18         22.017        0.155         22.045        0.158         22.289         21.686
201935.WFI.dat      11         22.131        0.313         22.111        0.327         22.543         21.631
201936.WFI.dat       9         24.645        0.195         24.656        0.188         25.011         24.325
201937.WFI.dat       5         24.184        0.255         24.195        0.266         24.450         23.880
201938.WFI.dat      49         21.413        0.310         21.483        0.318         22.005         20.702
201939.WFI.dat      16         22.084        0.339         22.093        0.360         22.642         21.435
201940.WFI.dat       7         21.218        0.156         21.224        0.158         21.392         20.938
201941.WFI.dat      14         22.208        0.432         22.285        0.409         22.963         21.259
201942.WFI.dat       5         22.648        0.414         22.740        0.390         23.089         21.994
201943.WFI.dat      31         22.650        0.553         22.599        0.581         23.922         21.743
201944.WFI.dat       2         25.349        0.319         25.349        0.155         25.574         25.124
201945.WFI.dat       6         22.187        0.145         22.163        0.163         22.369         22.001
201946.WFI.dat      31         24.762        0.227         24.730        0.235         25.211         24.262
201947.WFI.dat       4         21.607        0.236         21.523        0.190         21.954         21.429
201948.WFI.dat       4         22.774        0.452         22.820        0.402         23.272         22.184
201949.WFI.dat      49         23.897        0.364         23.947        0.337         24.665         22.696
201950.WFI.dat       5         24.598        0.203         24.584        0.205         24.884         24.350
201951.WFI.dat      59         22.963        0.075         22.952        0.076         23.147         22.786
201952.WFI.dat      20         24.379        0.429         24.369        0.321         25.076         23.038
201953.WFI.dat      13         21.162        0.111         21.138        0.113         21.346         20.948
201954.WFI.dat      27         21.406        0.258         21.397        0.305         21.883         21.009
201955.WFI.dat      10         22.625        0.495         22.702        0.522         23.499         21.903
